TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;250.175,33;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;32,05;12,01;-21,54;0,00;23,19;23,19;2,31;0,00;0,00;0,00;2,85;-17,85;-4,02;0,38;0,23;0,77;0,19;29,48;;;6,26;-1,12;0,00;0,00
IGTA3;33,00;;68,93;1,88;0,97;62,04;54,08;8,01;10,21;12,36;2,16;0,40;5,52;81,71;-1,24;1,06;2,73;1,40;9,68;0,51;0,48;0,18;7,55;-17,47;;17,55;0,48;0,31;5.758.073.079,00
IGTI11;24,25;1,51;35,58;2,38;1,36;61,96;51,62;24,53;16,90;14,10;3,14;0,44;8,73;16,91;-1,69;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;60.634.517,27;10,17;0,68;0,02;6.420.490.519,30
IGTI3;2,98;1,75;13,12;0,88;0,50;61,96;51,62;24,53;6,23;14,10;3,14;0,44;3,22;6,23;-0,62;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;389.371,45;3,39;0,23;0,01;6.420.490.519,30
IGTI4;10,56;1,49;46,48;3,11;1,78;61,96;51,62;24,53;22,08;14,10;3,14;0,44;11,40;22,09;-2,21;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;40.907,82;3,39;0,23;0,03;6.420.490.519,30
INEP3;4,24;;-0,51;-0,10;0,15;-81,15;-1.248,74;-3.918,33;-1,61;-9,19;-7,69;;20,06;-0,15;-0,17;0,08;-20,32;-29,52;15,10;-1,45;2,45;0,01;-23,07;;317.632,09;-40,76;-8,28;0,00;175.323.270,29
INEP4;3,18;;-0,38;-0,08;0,11;-81,15;-1.248,74;-3.918,33;-1,20;-9,19;-7,69;;15,04;-0,11;-0,12;0,08;-20,32;-29,52;15,10;-1,45;2,45;0,01;-23,07;;172.738,05;-40,76;-8,28;0,00;175.323.270,29
INNT3;0,00;;0,00;0,00;0,00;26,13;11,28;9,78;0,00;5,13;5,13;1,45;0,00;0,00;0,00;0,83;24,48;3,82;8,98;0,16;0,84;0,39;30,40;13,32;;1,94;0,48;0,00;0,00
INTB3;20,96;0,99;13,18;2,78;1,45;31,46;11,78;12,53;14,02;13,52;-0,54;-0,11;1,65;3,20;-5,33;2,68;21,10;11,04;13,25;0,52;0,47;0,88;23,09;23,17;19.799.689,14;7,53;1,59;0,55;6.889.661.643,30
IRBR3;41,75;;91,28;0,82;0,16;-1,79;-8,51;0,58;-6,23;-6,22;;;0,53;-1,29;-0,41;0,83;0,90;0,17;;0,19;0,81;0,30;8,26;-47,29;90.027.698,14;50,69;0,46;-0,88;3.428.722.340,16
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;10,24;5,71;7,66;1,33;1,03;33,55;205,76;186,19;6,93;7,09;0,19;0,04;14,26;21,23;-1,17;1,65;17,31;13,43;15,74;0,78;0,18;0,07;11,30;11,13;2.371.402,55;7,72;1,34;-1,67;105.385.814.791,61
ITSA4;10,19;5,74;7,62;1,32;1,02;33,55;205,76;186,19;6,90;7,09;0,19;0,04;14,19;21,13;-1,17;1,65;17,31;13,43;15,74;0,78;0,18;0,07;11,30;11,13;199.829.481,77;7,72;1,34;-1,67;105.385.814.791,61
ITUB3;28,49;4,41;8,77;1,52;0,11;30,03;9,92;8,30;7,34;8,00;;;0,73;;-0,11;;17,34;1,27;;0,07;0,92;0,15;13,63;6,54;16.252.084,18;18,73;3,25;0,75;304.181.249.765,49
ITUB4;33,57;3,74;10,34;1,79;0,13;30,03;9,92;8,30;8,65;8,00;;;0,86;;-0,13;;17,34;1,27;;0,07;0,92;0,15;13,63;6,54;758.883.237,91;18,73;3,25;0,89;304.181.249.765,49
JALL3;7,60;5,82;3,66;1,16;0,35;30,06;49,30;33,06;2,45;5,38;2,93;1,38;1,21;1,38;-0,57;2,96;31,57;9,61;15,97;0,30;0,70;0,29;;;7.056.193,50;6,58;2,08;0,00;2.306.918.166,40
JBSS3;24,28;4,12;44,65;1,28;0,25;-5,62;-5,15;0,33;-2,90;-7,23;-4,33;1,92;0,15;1,52;-0,42;1,70;2,87;0,56;-15,01;0,20;0,79;1,68;18,10;17,69;147.027.809,86;18,92;0,54;-0,48;53.833.684.299,90
JFEN3;2,09;;-1,00;-0,06;0,04;-5,72;-93,39;-52,51;-0,56;-7,98;-7,41;;0,52;-0,18;-0,19;0,78;-6,43;-4,04;76,59;-0,63;1,72;0,08;-47,18;;198.853,64;-32,50;-2,09;0,01;43.975.194,67
JHSF3;5,10;8,25;8,76;0,69;0,32;53,40;47,37;26,29;4,86;8,47;3,59;0,51;2,30;1,74;-0,45;2,85;7,85;3,68;6,98;0,47;0,50;0,14;39,82;;16.640.382,77;7,42;0,58;-0,17;3.478.162.129,92
JOPA3;23,99;3,42;37,48;0,44;0,11;19,84;4,76;0,32;2,51;8,35;5,83;1,03;0,12;0,28;-0,42;2,07;1,19;0,29;4,44;0,24;0,68;0,90;16,21;-18,77;10.000,00;53,92;0,64;-0,47;255.159.560,47
JOPA4;33,80;2,67;52,81;0,63;0,15;19,84;4,76;0,32;3,54;8,35;5,83;1,03;0,17;0,40;-0,59;2,07;1,19;0,29;4,44;0,24;0,68;0,90;16,21;-18,77;3.380,00;53,92;0,64;-0,67;255.159.560,47
JSLG3;13,00;2,44;9,99;2,21;0,35;18,55;17,05;5,27;3,09;7,31;4,22;3,03;0,53;3,02;-0,50;1,64;22,15;3,52;15,03;0,16;0,84;0,67;-3,66;;12.104.061,82;5,88;1,30;0,07;3.729.332.635,56
KEPL3;10,37;8,29;7,05;2,73;1,35;32,03;22,32;17,47;5,52;5,19;-0,33;-0,16;1,23;4,95;-4,11;1,68;38,76;19,12;28,93;0,49;0,51;1,09;25,71;;18.017.623,45;3,79;1,47;-0,28;1.861.900.546,80
KLBN11;22,06;6,14;8,61;2,22;0,48;39,10;24,14;15,48;5,52;10,17;4,65;1,87;1,33;3,40;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;99.933.627,36;9,93;2,56;-0,22;24.797.378.624,98
KLBN3;4,43;6,11;8,64;2,23;0,48;39,10;24,14;15,48;5,54;10,17;4,65;1,87;1,34;3,42;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;2.812.709,14;1,99;0,51;-0,22;24.797.378.624,98
KLBN4;4,41;6,14;8,60;2,22;0,48;39,10;24,14;15,48;5,52;10,17;4,65;1,87;1,33;3,40;-0,65;2,16;25,81;5,57;8,05;0,22;0,74;0,36;19,06;40,17;12.457.653,77;1,99;0,51;-0,22;24.797.378.624,98
KRSA3;1,26;;-4,59;0,96;0,20;20,42;11,73;-9,50;3,72;12,21;8,49;2,19;0,44;1,48;-0,29;1,92;-20,93;-4,46;6,67;0,21;0,77;0,47;;;846.755,91;1,31;-0,27;-0,06;974.418.564,42
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;15,80;8,57;10,81;2,14;1,65;94,35;60,72;145,06;25,83;27,57;1,71;0,14;15,68;-42,47;-1,68;0,35;19,83;15,22;-4,11;0,77;0,23;0,10;;;1.119.032,41;7,37;1,46;0,04;1.522.310.538,84
LAVV3;8,26;7,99;9,38;1,31;0,75;32,98;20,09;22,11;10,32;8,42;-1,94;-0,25;2,07;1,48;-2,63;3,44;13,94;8,00;8,71;0,57;0,39;0,36;122,69;;4.922.031,95;6,32;0,88;0,15;1.654.139.778,08
LCAM3;24,15;;21,94;1,60;0,61;35,54;29,19;7,55;5,67;9,97;4,29;1,21;1,66;-132,52;-0,72;0,97;7,29;2,77;10,13;0,38;0,62;0,37;49,27;56,01;;15,11;1,10;-1,71;12.285.815.275,65
LEVE3;34,52;28,14;6,52;2,98;1,49;28,88;18,76;16,16;5,62;5,60;-0,02;-0,01;1,05;4,82;-4,21;1,91;45,73;22,77;30,99;0,50;0,50;1,41;13,28;24,76;21.478.555,73;11,57;5,29;0,26;4.685.583.230,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;6,71;;-0,47;0,82;0,11;16,51;-14,67;-39,79;-1,28;-5,81;-4,52;2,89;0,19;-0,23;-0,13;0,29;-173,47;-22,64;-19,48;0,13;0,87;0,57;3,21;;9.378.909,68;8,18;-14,20;0,00;2.507.297.330,52
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;71,99;3,29;36,89;3,93;3,72;;;;42,30;39,27;-3,03;-0,28;;13,38;-5,41;9,02;10,64;10,09;8,99;0,95;0,05;0,00;;-10,15;8.856,75;18,34;1,95;-2,58;846.954.359,11
LJQQ3;5,47;;-27,75;2,03;0,34;34,11;2,77;-1,56;15,67;15,46;-0,26;-0,03;0,43;1,09;-1,00;1,86;-7,33;-1,21;5,03;0,17;0,83;0,77;18,92;;19.681.672,14;2,69;-0,20;0,02;1.028.223.576,81
LOGG3;20,68;4,44;12,96;0,57;0,35;98,51;124,48;69,23;7,21;12,02;4,81;0,38;8,97;3,48;-0,42;2,52;4,42;2,68;5,19;0,61;0,39;0,04;16,90;34,23;6.648.594,50;36,13;1,60;-0,21;2.114.694.487,80
LOGN3;39,36;;10,96;4,30;1,21;22,70;17,34;16,83;10,64;12,88;2,22;0,90;1,84;14,00;-1,72;1,42;39,27;11,07;10,64;0,28;0,72;0,66;18,84;;4.150.633,59;9,14;3,59;0,06;4.225.611.546,46
LPSB3;2,37;0,87;15,26;1,59;0,88;82,91;20,42;12,52;9,35;7,89;-1,50;-0,26;1,91;7,71;-1,18;1,82;10,44;5,78;11,90;0,55;0,46;0,46;11,92;;280.969,86;1,49;0,16;0,19;351.180.021,78
LREN3;16,67;4,28;17,24;1,64;0,80;60,17;6,85;6,95;17,50;16,38;-1,21;-0,11;1,20;3,35;-1,94;1,70;9,54;4,67;6,78;0,49;0,51;0,67;12,26;4,91;273.810.472,09;10,14;0,97;-0,72;16.143.684.402,68
LTEL3B;86,61;1,08;18,95;5,56;5,51;;;;19,21;19,20;-0,01;0,00;;-3.972,77;-5,56;0,87;29,36;29,06;28,91;0,99;0,01;0,00;;-18,45;;15,57;4,57;-0,39;18.664.056.853,83
LUPA3;2,21;;2,53;0,57;0,18;22,62;-66,63;39,07;-1,48;-3,83;-2,35;0,90;0,99;1,94;-0,27;1,43;22,52;7,20;-59,68;0,32;0,68;0,18;-0,35;;785.039,64;3,88;0,87;-0,01;90.693.484,96
LUXM3;0,00;;0,00;0,00;0,00;31,63;17,73;11,58;0,00;7,32;-0,33;-0,07;0,00;0,00;0,00;1,00;13,10;9,54;12,09;0,73;0,27;0,82;6,11;32,41;;5,81;0,76;0,00;185.240.160,00
LUXM4;15,98;;21,00;2,75;2,00;31,63;17,73;11,58;13,72;7,32;-0,33;-0,07;2,43;4.884,24;-2,33;1,00;13,10;9,54;12,09;0,73;0,27;0,82;6,11;32,41;2.878,20;5,81;0,76;0,23;185.240.160,00
LVTC3;4,00;0,34;-489,87;0,40;0,19;21,71;6,09;-0,06;4,43;2,77;-1,69;-0,15;0,27;0,66;-0,33;2,75;-0,08;-0,04;8,36;0,46;0,54;0,69;;;130.035,55;9,97;-0,01;4,84;259.945.513,26
LWSA3;5,72;0,92;-384,80;1,17;0,76;45,45;5,86;-0,71;46,55;32,31;-14,17;-0,35;2,73;5,81;-1,31;1,45;-0,30;-0,20;2,34;0,65;0,35;0,28;31,17;;59.936.736,45;4,90;-0,01;1,05;3.401.813.342,18
MAGG3;59,40;;-119,99;1,32;0,44;33,56;9,54;-0,57;7,17;11,30;4,13;0,76;0,68;9,32;-0,71;1,14;-1,10;-0,37;7,17;0,33;0,67;0,64;8,44;;;44,89;-0,50;1,04;2.972.404.571,40
MAPT3;30,05;;-189,13;-4,44;35,72;;;;-172,58;-108,57;0,00;;;-27.612,79;-35,72;0,00;-2,35;-18,89;2,57;-8,05;9,05;0,00;;;9.015,00;-6,77;-0,16;17,23;17.371.892,75
MAPT4;8,00;;-50,35;-1,18;9,51;;;;-45,94;-108,57;0,00;;;-7.351,16;-9,51;0,00;-2,35;-18,89;2,57;-8,05;9,05;0,00;;;1.600,00;-6,77;-0,16;4,59;17.371.892,75
MATD3;8,24;0,78;29,69;1,90;0,61;33,42;19,87;4,92;7,35;9,50;2,15;0,56;1,46;3,84;-0,82;2,68;6,38;2,05;11,64;0,32;0,66;0,42;;;3.891.958,36;4,35;0,28;-2,82;3.150.397.725,04
MBLY3;2,00;;-2,63;0,43;0,27;43,03;-14,31;-14,07;-2,59;-3,12;-0,52;0,09;0,37;0,78;-0,61;2,76;-16,44;-10,36;-12,24;0,63;0,37;0,74;;;2.812.239,77;4,62;-0,76;0,27;214.044.707,04
MDIA3;37,48;1,68;22,59;1,74;1,07;30,23;7,02;5,19;16,70;17,18;0,42;0,04;1,17;4,37;-1,94;2,19;7,71;4,72;7,51;0,61;0,39;0,91;13,34;-7,80;30.367.658,59;21,52;1,66;-2,54;12.749.790.000,00
MDNE3;12,36;;7,91;0,80;0,32;33,17;13,91;12,34;7,01;6,89;-0,14;-0,02;0,98;1,42;-0,51;2,69;10,15;4,08;7,55;0,40;0,60;0,33;5,57;;5.301.532,45;15,39;1,56;0,38;1.052.876.250,00
MEAL3;1,82;;4,46;0,47;0,19;32,17;13,76;5,20;1,68;2,71;1,02;0,29;0,23;-5,72;-0,23;0,84;10,51;4,24;17,01;0,40;0,60;0,82;8,44;99,84;2.391.316,05;3,88;0,41;-0,02;521.192.544,60
MELK3;4,64;12,08;13,23;0,82;0,39;17,78;3,68;7,16;25,70;21,28;-4,42;-0,14;0,95;0,72;-2,10;3,08;6,17;2,97;0,63;0,48;0,48;0,42;17,62;0,28;803.307,68;5,68;0,35;-0,38;957.089.742,24
MERC3;15,28;;319,25;1,11;1,01;70,55;6,13;1,94;101,17;78,49;;;6,21;7,37;-1,17;;0,35;0,32;;0,91;0,09;0,16;-29,95;-51,24;;13,81;0,05;-3,64;213.488.972,20
MERC4;7,40;6,08;154,61;0,54;0,49;70,55;6,13;1,94;49,00;78,49;;;3,01;3,57;-0,57;;0,35;0,32;;0,91;0,09;0,16;-29,95;-51,24;1.090,00;13,81;0,05;-1,76;213.488.972,20
MGEL3;19,13;;0,52;4,70;0,14;11,77;7,32;22,82;1,62;9,08;7,77;22,53;0,12;0,89;-0,27;1,45;903,95;26,13;-14,96;0,03;0,97;1,14;17,93;;;4,07;36,83;0,00;89.191.704,43
MGEL4;13,36;;0,36;3,28;0,09;11,77;7,32;22,82;1,13;9,08;7,77;22,53;0,08;0,62;-0,19;1,45;903,95;26,13;-14,96;0,03;0,97;1,14;17,93;;50.497,10;4,07;36,83;0,00;89.191.704,43
MGLU3;2,05;;-34,79;1,45;0,37;28,51;2,49;-1,06;14,89;19,46;4,43;0,43;0,37;5,89;-0,79;1,14;-4,17;-1,08;1,31;0,26;0,74;1,01;25,49;;307.186.259,59;1,41;-0,06;-39,75;13.970.278.575,36
MILS3;13,73;1,66;13,82;2,43;1,23;65,40;32,41;18,29;7,80;8,92;1,10;0,34;2,53;5,59;-1,94;2,49;17,59;8,88;16,23;0,50;0,49;0,49;30,26;;11.315.432,36;5,65;0,99;0,92;3.391.672.947,12
MLAS3;2,06;;-2,36;0,48;0,29;12,50;-15,59;-19,01;-2,88;-2,96;-0,07;0,01;0,45;0,54;-1,20;3,45;-20,23;-12,31;-13,54;0,61;0,39;0,65;;;6.426.474,00;4,32;-0,87;0,01;1.698.516.195,75
MMAQ3;0,00;;0,00;0,00;0,00;8,65;5,21;3,40;0,00;2,48;2,46;0,49;0,00;0,00;0,00;1,69;13,08;6,66;7,69;0,51;0,49;1,96;25,76;25,43;;5.685,11;743,79;0,00;1.115.195,25
MMAQ4;49,73;503,40;0,07;0,01;0,00;8,65;5,21;3,40;0,04;2,48;2,46;0,49;0,00;0,01;-0,02;1,69;13,08;6,66;7,69;0,51;0,49;1,96;25,76;25,43;;5.685,11;743,79;0,00;1.115.195,25
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;52,60;;0,14;0,84;0,10;37,25;10,99;111,55;1,46;5,77;4,31;2,48;0,16;-0,73;-0,16;0,73;583,75;68,71;-38,08;0,12;0,88;0,62;11,73;;38.726,53;62,85;366,89;0,00;130.461.676,00
MNPR3;18,85;;-33,19;-0,42;0,40;27,89;8,31;-1,06;4,25;4,25;0,00;;0,35;-0,36;-0,95;0,34;-1,25;-1,21;-8,69;-0,97;1,97;1,14;13,94;;35.183,53;-45,41;-0,57;0,30;133.836.885,00
MOAR3;399,99;0,61;5,54;3,22;1,51;;;;4,20;3,71;-0,48;-0,37;;3,87;-3,24;3,76;58,02;27,33;35,93;0,47;0,53;0,00;;44,33;59.967,00;124,41;72,18;0,01;4.900.365.887,79
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;;-0,30;;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;0,71;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;;-0,32;;-6,10;-0,97;;0,16;0,84;0,18;;;18.194.928,05;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;;-0,29;;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MOSI3;8,24;;32,29;1,56;1,46;89,47;6,23;14,75;76,45;36,94;-39,51;-0,81;4,76;1,91;-8,40;13,23;4,84;4,52;0,25;0,93;0,07;0,31;;;;5,27;0,26;;1.043.149.227,20
MOVI3;11,52;1,05;-93,36;1,38;0,19;32,22;18,17;-0,42;2,18;8,26;6,08;3,85;0,40;5,01;-0,25;1,21;-1,48;-0,21;11,00;0,14;0,86;0,49;31,22;;62.686.739,86;8,36;-0,12;0,89;4.188.212.114,16
MPLU3;26,80;;12,20;17,37;2,68;95,29;66,35;56,37;10,37;7,73;-2,64;-4,42;6,88;50,65;-23,58;1,06;142,40;21,94;100,98;0,15;0,85;0,39;-17,46;8,96;;1,54;2,20;-0,39;4.348.208.156,40
MRFG3;9,57;;-4,12;1,46;0,07;10,02;0,14;-1,59;46,67;214,89;168,23;5,25;0,07;0,92;-0,11;1,22;-35,29;-1,61;-0,53;0,05;0,80;1,02;66,77;;76.198.878,18;6,58;-2,32;0,03;8.919.240.000,00
MRSA3B;24,56;2,38;7,26;1,31;0,54;45,73;38,24;18,76;3,56;4,71;1,24;0,46;1,36;-54,29;-0,66;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;19.578,00;18,75;3,38;0,11;8.122.899.030,50
MRSA5B;23,06;2,79;6,82;1,23;0,51;45,73;38,24;18,76;3,35;4,71;1,24;0,46;1,28;-50,98;-0,62;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;4.612,00;18,75;3,38;0,10;8.122.899.030,50
MRSA6B;23,56;2,73;6,97;1,26;0,52;45,73;38,24;18,76;3,42;4,71;1,24;0,46;1,31;-52,08;-0,63;0,95;18,03;7,49;15,98;0,42;0,58;0,40;9,87;20,04;3.681,00;18,75;3,38;0,11;8.122.899.030,50
MRVE3;10,01;;-21,78;0,82;0,23;21,73;1,16;-3,61;67,78;152,08;83,82;1,01;0,79;1,05;-0,42;1,99;-3,76;-1,07;0,34;0,28;0,68;0,30;6,86;;131.716.338,59;12,21;-0,46;0,14;5.664.663.214,56
MSPA3;46,25;0,12;9,00;0,36;0,21;38,88;23,14;17,10;6,65;8,52;1,98;0,11;1,54;6,07;-0,23;1,56;3,94;2,30;4,10;0,58;0,42;0,13;6,46;-2,91;;130,22;5,14;-0,04;291.394.491,25
MSPA4;40,00;0,15;7,79;0,31;0,18;38,88;23,14;17,10;5,75;8,52;1,98;0,11;1,33;5,25;-0,20;1,56;3,94;2,30;4,10;0,58;0,42;0,13;6,46;-2,91;6.023,00;130,22;5,14;-0,04;291.394.491,25
MSRO3;702,50;;1.828,65;249,03;67,48;39,77;27,14;6,34;427,07;430,25;3,18;1,85;115,93;-536,40;-86,38;0,63;13,62;3,69;15,50;0,27;0,73;0,58;8,72;92,10;;2,82;0,38;114,31;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-16,12;-64,07;-113,09;0,00;-1,28;-1,17;;0,00;0,00;0,00;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;0,00;3.700.608,00
MTIG4;23,00;;-49,52;-359,15;36,91;-16,12;-64,07;-113,09;-87,41;-1,28;-1,17;;56,00;-50,93;-50,15;0,27;-725,28;-74,53;-104,33;-0,10;1,10;0,66;-17,44;;;-0,06;-0,46;-0,09;3.700.608,00
MTRE3;5,48;13,85;6,71;0,59;0,27;21,87;10,56;9,48;6,02;11,46;5,43;0,53;0,64;0,52;-1,57;2,65;8,85;3,98;4,62;0,45;0,53;0,42;69,15;;9.746.530,59;9,24;0,82;0,05;580.703.761,80
MTSA3;78,40;1,47;7,90;1,60;1,23;29,63;13,88;13,56;7,72;4,81;-1,40;-0,29;1,07;2,15;-5,55;3,77;20,20;15,55;15,32;0,77;0,23;1,15;27,16;46,00;7.900,00;49,09;9,92;1,32;555.185.960,00
MTSA4;49,14;2,57;4,95;1,00;0,77;29,63;13,88;13,56;4,84;4,81;-1,40;-0,29;0,67;1,35;-3,48;3,77;20,20;15,55;15,32;0,77;0,23;1,15;27,16;46,00;302.897,86;49,09;9,92;0,83;555.185.960,00
MULT3;27,95;3,56;17,55;2,43;1,55;92,65;74,87;48,73;11,42;12,73;1,30;0,28;8,55;105,21;-1,79;1,12;13,87;8,84;14,14;0,64;0,36;0,18;9,22;20,97;61.407.332,91;11,49;1,59;0,61;16.803.281.673,75
MWET3;13,30;;-5,72;-2,64;0,10;13,38;-3,47;-1,72;-2,83;-9,78;-7,92;;0,10;-1,13;-0,16;0,82;-46,11;-1,68;-52,31;-0,04;1,04;0,98;19,24;;1.993,00;-5,05;-2,33;0,05;18.041.826,30
MWET4;6,50;;-2,79;-1,29;0,05;13,38;-3,47;-1,72;-1,38;-9,78;-7,92;;0,05;-0,55;-0,08;0,82;-46,11;-1,68;-52,31;-0,04;1,04;0,98;19,24;;18.480,68;-5,05;-2,33;0,02;18.041.826,30
MYPK3;12,49;2,41;-18,66;0,50;0,13;9,29;4,96;-0,66;2,48;7,41;4,92;0,99;0,12;0,65;-0,27;1,58;-2,68;-0,68;5,55;0,25;0,72;1,04;17,75;;16.580.648,36;24,94;-0,67;0,16;1.933.792.580,58
